user_id,item_id,score,rank,generated_at
User_913,Item_1905,0.14570285566186622,1,2026-09-10 14:40:53.446644+00:00
User_913,Item_1061,0.14499834772419268,2,2026-09-10 14:40:53.446644+00:00
User_913,Item_1617,0.12540036364309737,3,2026-09-10 14:40:53.446644+00:00
User_913,Item_286,0.12330176025076085,4,2026-09-10 14:40:53.446644+00:00
User_913,Item_333,0.12011964278940777,5,2026-09-10 14:40:53.446644+00:00
User_913,Item_507,0.11903530192073866,6,2026-09-10 14:40:53.446644+00:00
User_913,Item_844,0.11623924191476658,7,2026-09-10 14:40:53.446644+00:00
User_913,Item_839,0.11568903039155186,8,2026-09-10 14:40:53.446644+00:00
User_913,Item_1904,0.11568903039155186,9,2026-09-10 14:40:53.446644+00:00
User_913,Item_1717,0.11519212489878439,10,2026-09-10 14:40:53.446644+00:00
User_3457,Item_1329,0.1485987930201695,1,2026-09-10 14:40:53.446644+00:00
User_3457,Item_595,0.14014634189672362,2,2026-09-10 14:40:53.446644+00:00
User_3457,Item_507,0.137476503031489,3,2026-09-10 14:40:53.446644+00:00
User_3457,Item_276,0.13299836629594725,4,2026-09-10 14:40:53.446644+00:00
User_3457,Item_1424,0.13100628348779378,5,2026-09-10 14:40:53.446644+00:00
User_3457,Item_343,0.1261552014967527,6,2026-09-10 14:40:53.446644+00:00
User_3457,Item_1717,0.12159204052222027,7,2026-09-10 14:40:53.446644+00:00
User_3457,Item_1904,0.12159204052222027,8,2026-09-10 14:40:53.446644+00:00
User_3457,Item_1077,0.11859149833331976,9,2026-09-10 14:40:53.446644+00:00
User_3457,Item_450,0.11845547156648016,10,2026-09-10 14:40:53.446644+00:00
User_1629,Item_601,0.15510747749239887,1,2026-09-10 14:40:53.446644+00:00
User_1629,Item_264,0.13348170019474656,2,2026-09-10 14:40:53.446644+00:00
User_1629,Item_1919,0.12482271346721134,3,2026-09-10 14:40:53.446644+00:00
User_1629,Item_1347,0.12476140766400447,4,2026-09-10 14:40:53.446644+00:00
User_1629,Item_543,0.12464859411647602,5,2026-09-10 14:40:53.446644+00:00
User_1629,Item_417,0.11869746042560829,6,2026-09-10 14:40:53.446644+00:00
User_1629,Item_1221,0.11863023949298288,7,2026-09-10 14:40:53.446644+00:00
User_1629,Item_207,0.11588546898203866,8,2026-09-10 14:40:53.446644+00:00
User_1629,Item_1456,0.11576746962878992,9,2026-09-10 14:40:53.446644+00:00
User_1629,Item_1256,0.11552602889982679,10,2026-09-10 14:40:53.446644+00:00
User_3463,Item_276,0.14021329766556495,1,2026-09-10 14:40:53.446644+00:00
User_3463,Item_1617,0.12836791617958326,2,2026-09-10 14:40:53.446644+00:00
User_3463,Item_1329,0.11946116121283272,3,2026-09-10 14:40:53.446644+00:00
User_3463,Item_1821,0.11657993582780977,4,2026-09-10 14:40:53.446644+00:00
User_3463,Item_507,0.11540866047756015,5,2026-09-10 14:40:53.446644+00:00
User_3463,Item_1905,0.11424215837972897,6,2026-09-10 14:40:53.446644+00:00
User_3463,Item_1061,0.11331394136896372,7,2026-09-10 14:40:53.446644+00:00
User_3463,Item_983,0.11262203286424115,8,2026-09-10 14:40:53.446644+00:00
User_3463,Item_873,0.1122905685985521,9,2026-09-10 14:40:53.446644+00:00
User_3463,Item_1938,0.11226959604643297,10,2026-09-10 14:40:53.446644+00:00
User_2941,Item_276,0.14385689040615554,1,2026-09-10 14:40:53.446644+00:00
User_2941,Item_1424,0.13806286527416242,2,2026-09-10 14:40:53.446644+00:00
User_2941,Item_343,0.13748480080520475,3,2026-09-10 14:40:53.446644+00:00
User_2941,Item_1046,0.1279258769204919,4,2026-09-10 14:40:53.446644+00:00
User_2941,Item_595,0.1264403609437466,5,2026-09-10 14:40:53.446644+00:00
User_2941,Item_369,0.12487096722499501,6,2026-09-10 14:40:53.446644+00:00
User_2941,Item_1659,0.12487096722499501,7,2026-09-10 14:40:53.446644+00:00
User_2941,Item_1617,0.12350843729605422,8,2026-09-10 14:40:53.446644+00:00
User_2941,Item_1850,0.12332771038351549,9,2026-09-10 14:40:53.446644+00:00
User_2941,Item_139,0.12224978107519678,10,2026-09-10 14:40:53.446644+00:00
User_646,Item_1490,0.2159273068752046,1,2026-09-10 14:40:53.446644+00:00
User_646,Item_153,0.20253085360293355,2,2026-09-10 14:40:53.446644+00:00
User_646,Item_1092,0.1982276041145479,3,2026-09-10 14:40:53.446644+00:00
User_646,Item_173,0.19127375759937823,4,2026-09-10 14:40:53.446644+00:00
User_646,Item_1791,0.18158299135638117,5,2026-09-10 14:40:53.446644+00:00
User_646,Item_840,0.17962867267707813,6,2026-09-10 14:40:53.446644+00:00
User_646,Item_1367,0.17962867267707813,7,2026-09-10 14:40:53.446644+00:00
User_646,Item_922,0.1749490885547709,8,2026-09-10 14:40:53.446644+00:00
User_646,Item_741,0.1700238887331704,9,2026-09-10 14:40:53.446644+00:00
User_646,Item_1560,0.16502146357035183,10,2026-09-10 14:40:53.446644+00:00
User_1576,Item_1826,0.13963369761365343,1,2026-09-10 14:40:53.446644+00:00
User_1576,Item_286,0.1227419683263153,2,2026-09-10 14:40:53.446644+00:00
User_1576,Item_1329,0.12035277419216284,3,2026-09-10 14:40:53.446644+00:00
User_1576,Item_507,0.12026973256949189,4,2026-09-10 14:40:53.446644+00:00
User_1576,Item_1938,0.11955053152338095,5,2026-09-10 14:40:53.446644+00:00
User_1576,Item_459,0.11629907149491482,6,2026-09-10 14:40:53.446644+00:00
User_1576,Item_503,0.11598743850652114,7,2026-09-10 14:40:53.446644+00:00
User_1576,Item_1581,0.11598743850652114,8,2026-09-10 14:40:53.446644+00:00
User_1576,Item_450,0.11453782557076837,9,2026-09-10 14:40:53.446644+00:00
User_1576,Item_969,0.1145306434353892,10,2026-09-10 14:40:53.446644+00:00
User_828,Item_276,0.13044971649515408,1,2026-09-10 14:40:53.446644+00:00
User_828,Item_714,0.12672555452642842,2,2026-09-10 14:40:53.446644+00:00
User_828,Item_1745,0.12503657011671854,3,2026-09-10 14:40:53.446644+00:00
User_828,Item_1617,0.12385916460226366,4,2026-09-10 14:40:53.446644+00:00
User_828,Item_1346,0.1224629244746429,5,2026-09-10 14:40:53.446644+00:00
User_828,Item_343,0.12196223661781518,6,2026-09-10 14:40:53.446644+00:00
User_828,Item_595,0.12127137414498214,7,2026-09-10 14:40:53.446644+00:00
User_828,Item_1077,0.11845045419236237,8,2026-09-10 14:40:53.446644+00:00
User_828,Item_1581,0.11837253185723119,9,2026-09-10 14:40:53.446644+00:00
User_828,Item_450,0.11831456748955849,10,2026-09-10 14:40:53.446644+00:00
User_2188,Item_276,0.14048952787899355,1,2026-09-10 14:40:53.446644+00:00
User_2188,Item_343,0.13776342240668046,2,2026-09-10 14:40:53.446644+00:00
User_2188,Item_1424,0.13776342240668046,3,2026-09-10 14:40:53.446644+00:00
User_2188,Item_1077,0.13615442104115313,4,2026-09-10 14:40:53.446644+00:00
User_2188,Item_1153,0.135880641000009,5,2026-09-10 14:40:53.446644+00:00
User_2188,Item_823,0.13293483507192055,6,2026-09-10 14:40:53.446644+00:00
User_2188,Item_917,0.12746478473966555,7,2026-09-10 14:40:53.446644+00:00
User_2188,Item_1920,0.1267333309902584,8,2026-09-10 14:40:53.446644+00:00
User_2188,Item_857,0.1267333309902584,9,2026-09-10 14:40:53.446644+00:00
User_2188,Item_1039,0.1265893066415988,10,2026-09-10 14:40:53.446644+00:00
User_2657,Item_286,0.14839649543243008,1,2026-09-10 14:40:53.446644+00:00
User_2657,Item_1905,0.13136811971642653,2,2026-09-10 14:40:53.446644+00:00
User_2657,Item_1061,0.13029347119801105,3,2026-09-10 14:40:53.446644+00:00
User_2657,Item_1617,0.13025886186030042,4,2026-09-10 14:40:53.446644+00:00
User_2657,Item_276,0.12816798185469006,5,2026-09-10 14:40:53.446644+00:00
User_2657,Item_1938,0.12529860071364257,6,2026-09-10 14:40:53.446644+00:00
User_2657,Item_1822,0.12369338431861468,7,2026-09-10 14:40:53.446644+00:00
User_2657,Item_1963,0.11967814573693225,8,2026-09-10 14:40:53.446644+00:00
User_2657,Item_333,0.1192071445724772,9,2026-09-10 14:40:53.446644+00:00
User_2657,Item_844,0.11888011496091563,10,2026-09-10 14:40:53.446644+00:00
User_543,Item_507,0.1395455813864683,1,2026-09-10 14:40:53.446644+00:00
User_543,Item_595,0.12908039740707922,2,2026-09-10 14:40:53.446644+00:00
User_543,Item_1424,0.12196403249474116,3,2026-09-10 14:40:53.446644+00:00
User_543,Item_276,0.1210448536414682,4,2026-09-10 14:40:53.446644+00:00
User_543,Item_218,0.11961751971314695,5,2026-09-10 14:40:53.446644+00:00
User_543,Item_1904,0.11604854276284986,6,2026-09-10 14:40:53.446644+00:00
User_543,Item_343,0.11562725204451155,7,2026-09-10 14:40:53.446644+00:00
User_543,Item_1617,0.11471274493745813,8,2026-09-10 14:40:53.446644+00:00
User_543,Item_459,0.1141640595536837,9,2026-09-10 14:40:53.446644+00:00
User_543,Item_1061,0.11407165381568098,10,2026-09-10 14:40:53.446644+00:00
User_2170,Item_1938,0.1275253222801918,1,2026-09-10 14:40:53.446644+00:00
